
('woody', 6.3016194754118215)
('claire', 6.060457418594933)
('flint', 7.313220387090301)
('food', 5.403677882205863)
('machine', 5.173154223594031)
('cockburn', 13.049272122315287)
('taybacks', 8.699514748210191)
('actors', 5.809142990314028)
('middle', 4.6219773043044725)
('blomkist', 8.699514748210191)
('salander', 8.699514748210191)
('mcclane', 10.361632918473205)
('ideo', 4.961845129926823)
('daid', 7.442767694890235)
('gracey', 13.049272122315287)
('eers', 7.600902459542082)
('sara', 6.060457418594933)
('mansion', 5.5640205322810425)
('mythical', 6.3016194754118215)
('lara', 6.907755278982137)
('tretiak', 8.699514748210191)
('templar', 8.006367567650246)
('moscow', 6.134565390748655)
('emma', 6.060457418594933)
('muir', 8.699514748210191)
('bishop', 6.502290170873972)
('linda', 9.321912147633288)
('smugglers', 7.090076835776092)
('jewel', 6.620073206530356)
('andrew', 9.452429213117732)
('robot', 8.346030798421564)
('martin', 5.144166686720778)
('olcano', 7.600902459542082)
('frankie', 9.930109809795534)
('nuclear', 5.144166686720778)
('conan', 20.015918919125614)
('doom', 7.313220387090301)
('massacre', 6.620073206530356)
('wilderness', 5.608472294851876)
('terrorists', 5.991464547107982)
('danny', 5.144166686720778)
('resort', 5.866301404153976)
('giselle', 13.049272122315287)
('dean', 6.214608098422191)
('jake', 5.926926025970411)
('willy', 7.600902459542082)
('bank', 4.807694450099565)
('form', 4.4654082436129325)
('diergents', 8.699514748210191)
('tris', 8.006367567650246)
('beck', 8.699514748210191)
('trais', 6.907755278982137)
('danny', 7.716250030081167)
('santa', 9.0906861278924)
('christmas', 7.038272344466582)
('arthur', 5.809142990314028)
('parrishs', 8.699514748210191)
('parrish', 7.313220387090301)
('pilgrim', 8.699514748210191)
('canadian', 5.866301404153976)
('scott', 5.44141821018871)
('core', 9.753435256310958)
('keyes', 8.699514748210191)
('earths', 6.907755278982137)
('buddy', 5.521460917862246)
('ways', 4.748271029628765)
('ma-ma', 8.699514748210191)
('judge', 6.502290170873972)
('remote', 4.892852258439873)
('bruce', 8.799452106230964)
('barney', 6.907755278982137)
('tributes', 8.699514748210191)
('games', 7.947476049822054)
('batman', 13.004580341747944)
('catwoman', 8.699514748210191)
('gotham', 6.620073206530356)
('lilo', 8.699514748210191)
('crewe', 8.699514748210191)
('scarboro', 8.699514748210191)
('inmates', 6.502290170873972)
('coach', 4.915325114291931)
('grown', 5.088596835565967)
('erica', 7.600902459542082)
('brad', 7.090076835776092)
('kate', 5.5640205322810425)
('skeeter', 7.600902459542082)
('stories', 4.674163057475043)
('sullian', 9.753435256310958)
('rooney', 8.699514748210191)
('jerry', 6.3016194754118215)
('rachel', 6.214608098422191)
('inman', 8.699514748210191)
('brainard', 8.699514748210191)
('professor', 7.065796052468876)
('marrow', 8.006367567650246)
('basketball', 5.480638923341991)
('inspector', 6.060457418594933)
('theories', 7.313220387090301)
('wardaddy', 8.699514748210191)
('jellystone', 8.699514748210191)
('yogi', 8.699514748210191)
('robinsons', 7.313220387090301)
('marco', 10.969830580635453)
('shaw', 9.595394482824219)
('unit', 5.654992310486769)
('happened', 5.298317366548036)
('dana', 7.313220387090301)
('sean', 5.5640205322810425)
('hotel', 5.115995809754082)
('jill', 10.130406898732318)
('strasser', 8.699514748210191)
('armand', 8.699514748210191)
('alejandro', 8.006367567650246)
('elena', 7.313220387090301)
('heaen', 6.060457418594933)
('chris', 5.5640205322810425)
('dies', 4.674163057475043)
('hell', 4.961845129926823)
('magical', 5.0106352940962555)
('charles', 8.282191376793369)
('robert', 4.787491742782046)
('tunnel', 11.401353689313122)
('explosion', 6.620073206530356)
('dinosaurs', 9.595394482824219)
('produced', 9.0906861278924)
('psychlos', 8.699514748210191)
('daffy', 12.00955135147537)
('bugs', 7.600902459542082)
('studio', 5.866301404153976)
('babe', 6.907755278982137)
('farmer', 5.654992310486769)
('farm', 5.0106352940962555)
('kaulder', 13.049272122315287)
('witches', 6.3016194754118215)
('witch', 6.060457418594933)
('queen', 4.710530701645918)
('grandfather', 8.987196820661973)
('arthur', 8.71371448547104)
('pompeii', 8.006367567650246)
('milo', 6.753604599154879)
('nash', 7.600902459542082)
('flint', 10.969830580635453)
('lecter', 7.600902459542082)
('graham', 6.753604599154879)
('erone', 8.699514748210191)
('prince', 4.8283137373023015)
('carol', 6.753604599154879)
('bullwinkle', 8.699514748210191)
('rocky', 5.991464547107982)
('july', 9.595394482824219)
('mothership', 8.699514748210191)
('hammond', 7.600902459542082)
('malcolm', 6.3016194754118215)
('animals', 5.654992310486769)
('wesley', 10.361632918473205)
('lucy', 5.809142990314028)
('henry', 5.115995809754082)
('tracy', 9.930109809795534)
('merrin', 13.049272122315287)
('church', 8.346030798421564)
('demon', 6.060457418594933)
('iktor', 7.313220387090301)
('annie', 6.060457418594933)
('lenny', 7.090076835776092)
('oscar', 5.991464547107982)
('industry', 5.654992310486769)
('israeli', 6.907755278982137)
('waters', 6.060457418594933)
('flor', 13.049272122315287)
('clasky', 8.699514748210191)
('deborah', 7.600902459542082)
('lancelot', 8.699514748210191)
('loyalty', 6.753604599154879)
('anna', 5.521460917862246)
('calden', 8.699514748210191)
('gailan', 8.699514748210191)
('todd', 6.753604599154879)
('sergeant', 5.367310238034988)
('soldiers', 4.892852258439873)
('pandemic', 8.006367567650246)
('monkeybone', 8.699514748210191)
('santoro', 8.699514748210191)
('spacecraft', 6.396929655216146)
('ocean', 5.703782474656201)
('tess', 7.313220387090301)
('finn', 6.907755278982137)
('george', 4.938314632516629)
('dolittle', 12.00955135147537)
('archie', 8.006367567650246)
('forest', 7.947476049822054)
('animal', 7.947476049822054)
('bear', 5.5640205322810425)
('english', 4.938314632516629)
('swofford', 8.699514748210191)
('gulf', 7.090076835776092)
('tanto', 8.699514748210191)
('shrek', 10.635115253664138)
('fiona', 7.313220387090301)
('mcqueen', 7.313220387090301)
('route', 6.753604599154879)
('writes', 6.214608098422191)
('book', 4.588640884036881)
('basterds', 8.699514748210191)
('montel', 8.699514748210191)
('chipmunks', 11.401353689313122)
('chipettes', 8.006367567650246)
('joey', 7.090076835776092)
('albert', 6.396929655216146)
('lines', 5.866301404153976)
('wall', 5.480638923341991)
('street', 4.494822128819226)
('harrer', 8.699514748210191)
('ronny', 11.401353689313122)
('presentation', 7.600902459542082)
('nick', 5.0106352940962555)
('mcnamara', 17.399029496420383)
('isser', 8.699514748210191)
('honor', 5.703782474656201)
('camp', 5.2030071867437115)
('destroy', 4.480007043034085)
('hunter', 4.961845129926823)
('elite', 4.915325114291931)
('cross', 7.898291315587569)
('reno', 7.313220387090301)
('klein', 7.313220387090301)
('sport', 5.926926025970411)
('fast', 5.403677882205863)
('enemy', 7.1515336732287995)
('dorothy', 6.753604599154879)
('polly', 7.313220387090301)
('robots', 6.502290170873972)
('captain', 4.494822128819226)
('tramell', 8.699514748210191)
('glass', 6.3016194754118215)
('skills', 5.0106352940962555)
('security', 4.8283137373023015)
('hercules', 7.313220387090301)
('promised', 6.396929655216146)
('destiny', 5.809142990314028)
('bella', 7.313220387090301)
('decision', 5.5640205322810425)
('ampire', 5.144166686720778)
('superheroes', 6.753604599154879)
('tobacco', 7.600902459542082)
('coast', 5.654992310486769)
('ferris', 13.049272122315287)
('link', 6.753604599154879)
('tims', 7.313220387090301)
('racers', 7.600902459542082)
('hear', 6.3016194754118215)
('dale', 7.313220387090301)
('orbit', 7.313220387090301)
('climbers', 7.600902459542082)
('hale', 8.699514748210191)
('deakins', 8.699514748210191)
('russ', 7.600902459542082)
('sexual', 7.407471948774944)
('bill', 5.2030071867437115)
('stacks', 8.699514748210191)
('nicky', 20.015918919125614)
('jess', 16.012735135300492)
('nightstalkers', 8.699514748210191)
('blade', 6.753604599154879)
('soiet', 5.926926025970411)
('burton', 7.600902459542082)
('stanton', 7.313220387090301)
('alice', 8.282191376793369)
('umbrella', 6.907755278982137)
('continues', 5.233778845410465)
('walter', 6.060457418594933)
('boys', 4.639071737663773)
('football', 5.367310238034988)
('adam', 5.926926025970411)
('dickens', 7.090076835776092)
('dutch', 9.753435256310958)
('chandler', 8.699514748210191)
('loed', 5.608472294851876)
('plane', 5.173154223594031)
('crash', 4.870873351721097)
('metro', 7.090076835776092)
('park', 8.162127315283065)
('dinosaurs', 6.396929655216146)
('earp', 11.401353689313122)
('wyatt', 7.313220387090301)
('western', 5.480638923341991)
('darryl', 13.049272122315287)
('calin', 13.004580341747944)
('walken', 8.006367567650246)
('edwards', 7.090076835776092)
('anessa', 6.214608098422191)
('diamond', 5.866301404153976)
('baby', 4.72922283465807)
('allies', 5.703782474656201)
('murphy', 6.3016194754118215)
('michael', 4.55638002181866)
('persians', 8.006367567650246)
('bikers', 6.907755278982137)
('chicken', 7.600902459542082)
('campbell', 6.3016194754118215)
('military', 4.5251274783145545)
('truman', 6.907755278982137)
('dogs', 6.907755278982137)
('croker', 8.699514748210191)
('lucys', 8.006367567650246)
('george', 7.407471948774944)
('june', 6.620073206530356)
('grows', 4.807694450099565)
('couples', 5.298317366548036)
('cole', 6.134565390748655)
('wckd', 8.699514748210191)
('gladers', 8.006367567650246)
('gilbert', 7.313220387090301)
('stumbles', 5.521460917862246)
('unknown', 5.035953102080546)
('redford', 7.600902459542082)
('mathayus', 8.699514748210191)
('reacher', 17.399029496420383)
('innocent', 5.173154223594031)
('capacity', 7.313220387090301)
('alzheimers', 7.090076835776092)
('sharks', 6.502290170873972)
('brain', 5.926926025970411)
('facility', 5.866301404153976)
('cure', 5.521460917862246)
('irus', 5.521460917862246)
('coraline', 8.699514748210191)
('passage', 6.907755278982137)
('howard', 12.120914837189867)
('turbo', 8.699514748210191)
('constantly', 6.214608098422191)
('figure', 5.088596835565967)
('sons', 4.915325114291931)
('hellboy', 7.600902459542082)
('case', 6.4210112106203905)
('norman', 14.180153671552183)
('blithe', 8.699514748210191)
('hollow', 8.006367567650246)
('curse', 5.233778845410465)
('eccentric', 4.915325114291931)
('paid', 6.3016194754118215)
('tally', 13.049272122315287)
('warren', 6.3016194754118215)
('talent', 5.298317366548036)
('jimmy', 8.282191376793369)
('delin', 8.006367567650246)
('ripley', 10.635115253664138)
('angelo', 8.699514748210191)
('owens', 7.090076835776092)
('lego', 8.006367567650246)
('dragons', 6.907755278982137)
('cohen', 7.090076835776092)
('rugby', 7.600902459542082)
('mandela', 7.600902459542082)
('corporate', 5.403677882205863)
('martian', 7.600902459542082)
('assassination', 5.5640205322810425)
('romulan', 8.699514748210191)
('shinzon', 8.699514748210191)
('picard', 7.313220387090301)
('emmas', 8.699514748210191)
('crates', 13.049272122315287)
('museum', 8.890389038955616)
('sobel', 8.006367567650246)
('rock', 4.807694450099565)
('garfield', 12.00955135147537)
('ampires', 5.608472294851876)
('priest', 5.521460917862246)
('bleichert', 8.699514748210191)
('blanchard', 7.600902459542082)
('clary', 12.00955135147537)
('shadowhunters', 8.699514748210191)
('aliens', 5.480638923341991)
('apartment', 4.849367146500134)
('born', 4.849367146500134)
('monkey', 6.620073206530356)
('deadpool', 13.049272122315287)
('teleision', 5.088596835565967)
('kyle', 6.502290170873972)
('elizabeth', 5.654992310486769)
('daid', 4.961845129926823)
('flintstones', 8.006367567650246)
('fred', 5.926926025970411)
('egas', 5.233778845410465)
('trautman', 8.699514748210191)
('rambo', 7.600902459542082)
('professional', 5.088596835565967)
('undead', 9.452429213117732)
('todds', 13.049272122315287)
('donny', 8.699514748210191)
('draco', 8.006367567650246)
('bowen', 7.600902459542082)
('stan', 6.753604599154879)
('retired', 5.115995809754082)
('greek', 9.0906861278924)
('italian', 8.482488465730153)
('byrnes', 8.006367567650246)
('greg', 6.396929655216146)
('clark', 6.060457418594933)
('sherman', 11.401353689313122)
('albert', 9.595394482824219)
('allegra', 8.699514748210191)
('hitch', 7.600902459542082)
('ursula', 8.699514748210191)
('jungle', 5.654992310486769)
('jims', 7.600902459542082)
('phil', 6.502290170873972)
('mansion', 8.346030798421564)
('harey', 6.396929655216146)
('ghosts', 5.991464547107982)
('ghost', 5.755075769043752)
('hidden', 5.061928588483807)
('mccall', 14.626440774180603)
('equalizer', 8.699514748210191)
('marisa', 8.006367567650246)
('sell', 5.703782474656201)
('ramsey', 8.699514748210191)
('perret', 8.699514748210191)
('tango', 8.699514748210191)
('cash', 5.332218918223718)
('madeline', 8.699514748210191)
('ernest', 6.907755278982137)
('wang', 7.090076835776092)
('princess', 4.915325114291931)
('teenager', 4.605170185988092)
('newt', 8.006367567650246)
('hicks', 6.907755278982137)
('argentinian', 8.006367567650246)
('irish', 5.608472294851876)
('beaumont', 8.699514748210191)
('patterson', 8.006367567650246)
('hallum', 8.699514748210191)
('powell', 10.635115253664138)
('cuba', 10.130406898732318)
('mental', 5.298317366548036)
('character', 4.985942681505884)
('walt', 9.201848086122983)
('cher', 8.006367567650246)
('jackie', 13.815510557964274)
('moon', 12.120914837189867)
('tropics', 8.699514748210191)
('basketball', 8.220958385012986)
('teams', 7.3392783876598084)
('association', 7.313220387090301)
('worst', 5.233778845410465)
('pirate', 9.201848086122983)
('christine', 7.090076835776092)
('rayburn', 8.699514748210191)
('renard', 8.006367567650246)
('christine', 10.635115253664138)
('opera', 6.3016194754118215)
('jackson', 5.755075769043752)
('weaer', 11.401353689313122)
('halloran', 8.699514748210191)
('flight', 5.755075769043752)
('thunderbirds', 13.049272122315287)
('tess', 10.969830580635453)
('burlesque', 7.313220387090301)
('lounge', 7.090076835776092)
('mathilde', 13.049272122315287)
('manech', 13.049272122315287)
('died', 5.654992310486769)
('humbert', 8.699514748210191)
('clinic', 7.600902459542082)
('ampire', 7.716250030081167)
('drew', 6.907755278982137)
('dupree', 8.699514748210191)
('superman', 6.620073206530356)
('ricki', 8.699514748210191)
('gigli', 8.699514748210191)
('wade', 10.130406898732318)
('empress', 11.401353689313122)
('anastasia', 8.006367567650246)
('maria', 6.3016194754118215)
('feature', 5.755075769043752)
('sethe', 8.699514748210191)
('dener', 8.699514748210191)
('strange', 4.451019506160833)
('frank', 4.710530701645918)
('brooke', 7.600902459542082)
('gary', 6.060457418594933)
('alentines', 8.006367567650246)
('midnight', 7.090076835776092)
('duke', 6.502290170873972)
('mitch', 7.090076835776092)
('charlie', 7.407471948774944)
('james', 6.282982862540012)
('kung', 6.753604599154879)
('ancient', 4.54063166485052)
('personality', 6.214608098422191)
('charlie', 4.938314632516629)
('otis', 8.006367567650246)
('greater', 5.755075769043752)
('edward', 5.521460917862246)
('clients', 6.753604599154879)
('melin', 11.401353689313122)
('patch', 7.600902459542082)
('doctor', 4.639071737663773)
('deeds', 9.930109809795534)
('small-town', 5.403677882205863)
('andie', 11.401353689313122)
('jenko', 7.600902459542082)
('schmidt', 7.313220387090301)
('jackie', 10.361632918473205)
('stepdad', 8.699514748210191)
('bank', 7.211541675149348)
('emily', 6.396929655216146)
('garfield', 8.006367567650246)
('holiday', 5.233778845410465)
('britain', 6.214608098422191)
('chons', 8.699514748210191)
('chon', 7.313220387090301)
('gretel', 7.600902459542082)
('hansel', 6.907755278982137)
('connie', 7.313220387090301)
('stronger', 7.090076835776092)
('nicholas', 6.502290170873972)
('mcginty', 8.699514748210191)
('sentinels', 8.006367567650246)
('negotiator', 7.600902459542082)
('hostage', 5.521460917862246)
('conspiracy', 5.088596835565967)
('matt', 5.755075769043752)
('aegis', 8.699514748210191)
('raizo', 8.699514748210191)
('clan', 5.755075769043752)
('erin', 6.620073206530356)
('rath', 13.049272122315287)
('knight', 9.201848086122983)
('slaes', 6.502290170873972)
('sharp', 6.620073206530356)
('texas', 5.061928588483807)
('jimmy', 16.564382753586738)
('russian', 4.807694450099565)
('murdered', 4.55638002181866)
('bink', 8.699514748210191)
('baby', 7.093834251987104)
('aleries', 7.600902459542082)
('lena', 7.313220387090301)
('smoochy', 8.699514748210191)
('randolph', 8.006367567650246)
('emotion', 7.090076835776092)
('harold', 6.620073206530356)
('milton', 8.006367567650246)
('cult', 5.5640205322810425)
('alternate', 5.926926025970411)
('wanted', 5.367310238034988)
('chappie', 12.00955135147537)
('intruders', 8.006367567650246)
('room', 5.144166686720778)
('tycoon', 7.090076835776092)
('leopold', 12.00955135147537)
('wishes', 5.654992310486769)
('wade', 6.753604599154879)
('mills', 6.907755278982137)
('steen', 10.361632918473205)
('chip', 10.130406898732318)
('solaris', 8.699514748210191)
('borg', 8.699514748210191)
('jonah', 12.00955135147537)
('fletcher', 8.006367567650246)
('office', 5.233778845410465)
('mark', 10.346308447188061)
('jerome', 8.699514748210191)
('clifford', 7.600902459542082)
('shoots', 6.753604599154879)
('mafia', 4.938314632516629)
('iola', 7.313220387090301)
('sci-fi', 6.620073206530356)
('ampire', 10.288333373441557)
('coyote', 8.006367567650246)
('ugly', 6.214608098422191)
('rippers', 8.699514748210191)
('quicks', 8.699514748210191)
('indian', 4.961845129926823)
('phone', 5.866301404153976)
('lucas', 6.396929655216146)
('package', 7.090076835776092)
('doug', 6.502290170873972)
('aliens', 8.220958385012986)
('kong', 5.926926025970411)
('bishop', 9.753435256310958)
('pochenko', 8.699514748210191)
('bobby', 5.703782474656201)
('killers', 5.115995809754082)
('richard', 7.632895253348951)
('chase', 5.265527543725046)
('olier', 6.502290170873972)
('pinocchio', 12.00955135147537)
('aerill', 13.049272122315287)
('immigrants', 6.396929655216146)
('champion', 5.480638923341991)
('jamal', 7.313220387090301)
('rehab', 7.090076835776092)
('firm', 5.755075769043752)
('high', 5.235042893053157)
('school', 4.731505955595944)
('students', 4.588640884036881)
('famous', 4.588640884036881)
('caesar', 6.620073206530356)
('egyptian', 6.502290170873972)
('epic', 4.5723803631651005)
('kubik', 8.699514748210191)
('chapman', 8.006367567650246)
('longs', 6.753604599154879)
('professor', 4.710530701645918)
('felix', 7.313220387090301)
('alerie', 7.600902459542082)
('wolf', 6.3016194754118215)
('werewolf', 6.214608098422191)
('oleg', 8.699514748210191)
('unierse', 5.403677882205863)
('bounty', 8.799452106230964)
('hunter', 7.442767694890235)
('skylark', 8.006367567650246)
('bazil', 13.049272122315287)
('manufacturers', 8.699514748210191)
('weapons', 8.162127315283065)
('hector', 8.006367567650246)
('assumes', 6.753604599154879)
('daniel', 9.321912147633288)
('christian', 5.755075769043752)
('baseball', 5.926926025970411)
('zuckerberg', 8.006367567650246)
